CO,CO,CO,1,28,1
1662,TOG,CRES,1.0648E-05,1,0.0015995
1662,TOG,B124,1.0110E-05,1,0.0012152
1662,TOG,ALK3,4.7307E-06,1,0.0005404
1662,TOG,MVK,2.4664E-06,1,0.0003458
1662,TOG,NROG,1.7292E-02,1,0.0172922
1670,TOG,ALK2,1.3887E-03,1,0.0612360
1670,TOG,ALK3,8.7956E-04,1,0.0511408
1670,TOG,MEOH,1.0971E-04,1,0.0035154
1670,TOG,ALK4,6.3235E-04,1,0.0651165
1670,TOG,ALK5,5.0610E-03,1,0.6310350
1670,TOG,TOLU,3.7228E-04,1,0.0343010
1670,TOG,ACET,4.9524E-04,1,0.0287630
1670,TOG,ETOH,4.2522E-04,1,0.0195890
1670,TOG,B124,9.5624E-05,1,0.0114932
1670,TOG,MXYL,8.7196E-05,1,0.0092572
1670,TOG,PRD2,7.1183E-05,1,0.0080933
1670,TOG,ARO2,4.2027E-04,1,0.0544618
1670,TOG,ARO1,7.7566E-05,1,0.0112238
1670,TOG,PXYL,2.7249E-05,1,0.0028929
1670,TOG,OXYL,2.4913E-05,1,0.0026449
1670,TOG,OLE2,6.6848E-06,1,0.0007785
1670,TOG,MEK,1.1463E-06,1,0.0000827
1670,TOG,OLE1,1.1984E-05,1,0.0016879
1670,TOG,PACD,3.3969E-06,1,0.0004964
1670,TOG,APIN,3.1885E-06,1,0.0004344
1670,TOG,TERP,2.7330E-06,1,0.0003723
1670,TOG,CRES,7.6422E-07,1,0.0001148
1670,TOG,MVK,1.7701E-07,1,0.0000248
1670,TOG,NROG,1.2411E-03,1,0.0012411
1671,TOG,ETOH,1.2738E-03,1,0.0586810
1671,TOG,ALK4,8.2040E-04,1,0.0786861
1671,TOG,ALK5,5.2822E-03,1,0.6590875
1671,TOG,TOLU,3.7416E-04,1,0.0344740
1671,TOG,ACET,4.9774E-04,1,0.0289080
1671,TOG,B124,9.8330E-05,1,0.0118184
1671,TOG,MXYL,8.7636E-05,1,0.0093039
1671,TOG,PRD2,9.1289E-05,1,0.0103889
1671,TOG,ARO2,4.5441E-04,1,0.0592663
1671,TOG,ARO1,1.0039E-04,1,0.0200768
1671,TOG,MEOH,9.5924E-05,1,0.0030736
1671,TOG,PXYL,2.7387E-05,1,0.0029075
1671,TOG,OXYL,2.5039E-05,1,0.0026583
1671,TOG,OLE2,2.2311E-05,1,0.0026579
1671,TOG,MEK,1.1521E-06,1,0.0000831
1671,TOG,OLE1,4.8702E-05,1,0.0068594
1671,TOG,PACD,1.3805E-05,1,0.0020175
1671,TOG,APIN,1.2958E-05,1,0.0017653
1671,TOG,TERP,1.1107E-05,1,0.0015131
1671,TOG,CRES,3.1057E-06,1,0.0004665
1671,TOG,ALK3,1.3798E-06,1,0.0001576
1671,TOG,MVK,7.1938E-07,1,0.0001009
1671,TOG,NROG,5.0436E-03,1,0.0050436
1672,TOG,ALK2,1.8311E-02,1,0.8074600
1672,TOG,ALK3,2.9884E-03,1,0.1737069
1672,TOG,RCHO,7.6274E-06,1,0.0007636
1672,TOG,ARO1,6.4039E-06,1,0.0025105
1672,TOG,ALK5,5.6523E-05,1,0.0080139
1672,TOG,ALK4,9.3679E-06,1,0.0011714
1672,TOG,PRD2,5.6357E-06,1,0.0006435
1672,TOG,OLE1,1.0462E-05,1,0.0014735
1672,TOG,PACD,2.9656E-06,1,0.0004334
1672,TOG,APIN,2.7836E-06,1,0.0003792
1672,TOG,TERP,2.3859E-06,1,0.0003250
1672,TOG,OLE2,4.4502E-06,1,0.0005353
1672,TOG,ARO2,9.1376E-06,1,0.0012928
1672,TOG,CRES,6.6717E-07,1,0.0001002
1672,TOG,B124,6.3347E-07,1,0.0000761
1672,TOG,MVK,1.5454E-07,1,0.0000217
1672,TOG,NROG,1.0835E-03,1,0.0010835
1680,TOG,ALK2,2.0784E-03,1,0.0916470
1680,TOG,ALK3,4.8243E-03,1,0.2804375
1680,TOG,ALK4,1.2037E-03,1,0.0894067
1680,TOG,ALK5,3.0182E-03,1,0.3737572
1680,TOG,TOLU,2.2091E-04,1,0.0203540
1680,TOG,ACET,2.9388E-04,1,0.0170680
1680,TOG,ETOH,2.5232E-04,1,0.0116240
1680,TOG,B124,5.7763E-05,1,0.0069426
1680,TOG,MXYL,5.1742E-05,1,0.0054932
1680,TOG,PRD2,5.1305E-05,1,0.0058376
1680,TOG,ARO2,2.6408E-04,1,0.0343969
1680,TOG,ARO1,5.6328E-05,1,0.0106983
1680,TOG,MEOH,5.6635E-05,1,0.0018147
1680,TOG,PXYL,1.6169E-05,1,0.0017166
1680,TOG,OXYL,1.4784E-05,1,0.0015695
1680,TOG,OLE2,1.1125E-05,1,0.0013229
1680,TOG,MEK,6.8019E-07,1,0.0000490
1680,TOG,APIN,1.2486E-04,1,0.0170097
1680,TOG,TERP,1.5959E-04,1,0.0217417
1680,TOG,OLE1,2.3940E-05,1,0.0033717
1680,TOG,PACD,6.7858E-06,1,0.0009917
1680,TOG,CRES,1.5266E-06,1,0.0002293
1680,TOG,MVK,3.5361E-07,1,0.0000496
1680,TOG,NROG,2.4792E-03,1,0.0024792
1681,TOG,ALK4,1.2920E-03,1,0.1083470
1681,TOG,ALK5,5.4859E-03,1,0.6765837
1681,TOG,TOLU,4.2385E-04,1,0.0390530
1681,TOG,ACET,5.6385E-04,1,0.0327480
1681,TOG,ETOH,4.8411E-04,1,0.0223020
1681,TOG,B124,1.0870E-04,1,0.0130644
1681,TOG,MXYL,9.9279E-05,1,0.0105400
1681,TOG,PRD2,7.9498E-05,1,0.0090380
1681,TOG,ARO2,4.7598E-04,1,0.0616517
1681,TOG,ARO1,8.6554E-05,1,0.0120901
1681,TOG,MEOH,1.0866E-04,1,0.0034818
1681,TOG,PXYL,3.1023E-05,1,0.0032936
1681,TOG,OXYL,2.8364E-05,1,0.0030113
1681,TOG,OLE2,6.3906E-06,1,0.0007395
1681,TOG,MEK,1.3051E-06,1,0.0000941
1681,TOG,OLE1,1.0775E-05,1,0.0015177
1681,TOG,PACD,3.0544E-06,1,0.0004464
1681,TOG,APIN,2.8669E-06,1,0.0003906
1681,TOG,TERP,2.4574E-06,1,0.0003348
1681,TOG,CRES,6.8716E-07,1,0.0001032
1681,TOG,ALK3,3.0529E-07,1,0.0000349
1681,TOG,MVK,1.5916E-07,1,0.0000223
1681,TOG,NROG,1.1159E-03,1,0.0011159
1682,TOG,ALK4,2.2142E-05,1,0.0019375
1682,TOG,ALK5,7.4609E-03,1,0.9891810
1682,TOG,ARO1,6.3873E-06,1,0.0025040
1682,TOG,PRD2,5.6210E-06,1,0.0006418
1682,TOG,OLE1,1.0435E-05,1,0.0014697
1682,TOG,PACD,2.9579E-06,1,0.0004323
1682,TOG,APIN,2.7763E-06,1,0.0003782
1682,TOG,TERP,2.3797E-06,1,0.0003242
1682,TOG,OLE2,4.4387E-06,1,0.0005339
1682,TOG,ARO2,9.1138E-06,1,0.0012895
1682,TOG,CRES,6.6544E-07,1,0.0001000
1682,TOG,B124,6.3183E-07,1,0.0000759
1682,TOG,ALK3,2.9564E-07,1,0.0000338
1682,TOG,MVK,1.5413E-07,1,0.0000216
1682,TOG,NROG,1.0807E-03,1,0.0010807
1683,TOG,ALK3,6.3108E-04,1,0.0366974
1683,TOG,ALK5,6.9408E-03,1,0.9246382
1683,TOG,ALK4,7.8680E-05,1,0.0084091
1683,TOG,TOLU,4.2663E-05,1,0.0039309
1683,TOG,ACET,5.6755E-05,1,0.0032963
1683,TOG,ETOH,4.8730E-05,1,0.0022449
1683,TOG,B124,1.1556E-05,1,0.0013889
1683,TOG,MXYL,9.9929E-06,1,0.0010609
1683,TOG,PRD2,1.3468E-05,1,0.0015339
1683,TOG,ARO2,5.6774E-05,1,0.0074596
1683,TOG,ARO1,1.4924E-05,1,0.0036520
1683,TOG,MEOH,1.0938E-05,1,0.0003505
1683,TOG,PXYL,3.1227E-06,1,0.0003315
1683,TOG,OXYL,2.8551E-06,1,0.0003031
1683,TOG,OLE2,4.9597E-06,1,0.0005936
1683,TOG,MEK,1.3136E-07,1,0.0000095
1683,TOG,OLE1,1.1232E-05,1,0.0015820
1683,TOG,PACD,3.1839E-06,1,0.0004653
1683,TOG,APIN,2.9885E-06,1,0.0004071
1683,TOG,TERP,2.5615E-06,1,0.0003490
1683,TOG,CRES,7.1629E-07,1,0.0001076
1683,TOG,MVK,1.6591E-07,1,0.0000233
1683,TOG,NROG,1.1632E-03,1,0.0011632
1684,TOG,ALK4,7.6203E-04,1,0.0774335
1684,TOG,ALK5,5.6927E-03,1,0.7025648
1684,TOG,OXYL,3.3811E-05,1,0.0035895
1684,TOG,MXYL,1.0791E-04,1,0.0114560
1684,TOG,PXYL,3.6589E-05,1,0.0038845
1684,TOG,ARO1,8.9942E-05,1,0.0112444
1684,TOG,TOLU,4.4288E-04,1,0.0408060
1684,TOG,ACET,5.8916E-04,1,0.0342180
1684,TOG,ETOH,5.0586E-04,1,0.0233040
1684,TOG,B124,1.1311E-04,1,0.0135954
1684,TOG,PRD2,7.8955E-05,1,0.0089742
1684,TOG,ARO2,4.9068E-04,1,0.0634757
1684,TOG,MEOH,1.1354E-04,1,0.0036381
1684,TOG,OLE2,3.4306E-06,1,0.0003822
1684,TOG,MEK,1.3636E-06,1,0.0000983
1684,TOG,OLE1,3.6262E-06,1,0.0005107
1684,TOG,PACD,1.0279E-06,1,0.0001502
1684,TOG,APIN,9.6480E-07,1,0.0001314
1684,TOG,TERP,8.2697E-07,1,0.0001127
1684,TOG,CRES,2.3125E-07,1,0.0000347
1684,TOG,ALK3,1.0274E-07,1,0.0000117
1684,TOG,MVK,5.3563E-08,1,0.0000075
1684,TOG,NROG,3.7550E-04,1,0.0003755
1685,TOG,ALK2,4.5115E-03,1,0.1989400
1685,TOG,ALK3,4.0233E-03,1,0.2338550
1685,TOG,ALK4,4.0634E-04,1,0.0416787
1685,TOG,ALK5,3.0630E-03,1,0.3782077
1685,TOG,ALK1,6.7422E-05,1,0.0020273
1685,TOG,TOLU,2.3688E-04,1,0.0218260
1685,TOG,ACET,3.1512E-04,1,0.0183020
1685,TOG,ETOH,2.7058E-04,1,0.0124650
1685,TOG,B124,6.0853E-05,1,0.0073141
1685,TOG,MXYL,5.5483E-05,1,0.0058904
1685,TOG,PRD2,4.5350E-05,1,0.0051562
1685,TOG,ARO2,2.6751E-04,1,0.0346672
1685,TOG,ARO1,4.9419E-05,1,0.0071666
1685,TOG,MEOH,6.0730E-05,1,0.0019459
1685,TOG,PXYL,1.7339E-05,1,0.0018408
1685,TOG,OXYL,1.5853E-05,1,0.0016830
1685,TOG,OLE2,5.5104E-06,1,0.0005687
1685,TOG,MEK,7.2938E-07,1,0.0000526
1685,TOG,PRPE,2.3174E-05,1,0.0009751
1685,TOG,OLE1,7.8305E-06,1,0.0010943
1685,TOG,PACD,2.1910E-06,1,0.0003202
1685,TOG,APIN,2.0565E-06,1,0.0002802
1685,TOG,TERP,1.7627E-06,1,0.0002401
1685,TOG,CRES,4.9291E-07,1,0.0000740
1685,TOG,MVK,1.1417E-07,1,0.0000160
1685,TOG,NROG,2.3410E-02,1,0.0234095
1686,TOG,TERP,8.1141E-04,1,0.1105423
1686,TOG,ALK5,4.6005E-03,1,0.5784632
1686,TOG,ALK4,6.0106E-04,1,0.0647595
1686,TOG,TOLU,3.1039E-04,1,0.0285990
1686,TOG,ACET,4.1292E-04,1,0.0239820
1686,TOG,ETOH,3.5452E-04,1,0.0163320
1686,TOG,B124,8.6007E-05,1,0.0103374
1686,TOG,MXYL,7.2701E-05,1,0.0077183
1686,TOG,PRD2,1.1521E-04,1,0.0131263
1686,TOG,ARO2,4.4098E-04,1,0.0582224
1686,TOG,ARO1,1.2815E-04,1,0.0342424
1686,TOG,MEOH,7.9577E-05,1,0.0025498
1686,TOG,PXYL,2.2719E-05,1,0.0024120
1686,TOG,OXYL,2.0771E-05,1,0.0022052
1686,TOG,OLE2,4.9684E-05,1,0.0059548
1686,TOG,MEK,9.5572E-07,1,0.0000689
1686,TOG,OLE1,1.1369E-04,1,0.0160130
1686,TOG,PACD,3.2227E-05,1,0.0047097
1686,TOG,APIN,3.0249E-05,1,0.0041210
1686,TOG,CRES,7.2502E-06,1,0.0010891
1686,TOG,ALK3,3.2211E-06,1,0.0003679
1686,TOG,MVK,1.6794E-06,1,0.0002355
1686,TOG,NROG,1.3955E-02,1,0.0139554
1687,TOG,ALK2,1.5339E-03,1,0.0676400
1687,TOG,ALK3,1.6872E-03,1,0.0980874
1687,TOG,ALK4,3.7975E-03,1,0.3638276
1687,TOG,ETOH,1.1966E-03,1,0.0551260
1687,TOG,ALK5,2.3740E-03,1,0.2925485
1687,TOG,OXYL,2.0138E-05,1,0.0021379
1687,TOG,MXYL,4.8801E-05,1,0.0051810
1687,TOG,PXYL,2.1212E-05,1,0.0022520
1687,TOG,ARO1,4.9761E-05,1,0.0081999
1687,TOG,TOLU,2.6744E-04,1,0.0246410
1687,TOG,B124,1.1757E-04,1,0.0141312
1687,TOG,ACET,2.2793E-04,1,0.0132380
1687,TOG,PRD2,3.7506E-05,1,0.0042666
1687,TOG,ARO2,2.0111E-04,1,0.0261533
1687,TOG,MEOH,4.3927E-05,1,0.0014075
1687,TOG,OLE2,6.8236E-06,1,0.0008090
1687,TOG,MEK,5.2754E-07,1,0.0000380
1687,TOG,OLE1,1.4325E-05,1,0.0020175
1687,TOG,PACD,4.0604E-06,1,0.0005934
1687,TOG,APIN,3.8112E-06,1,0.0005192
1687,TOG,TERP,3.2667E-06,1,0.0004450
1687,TOG,CRES,9.1348E-07,1,0.0001372
1687,TOG,MVK,2.1159E-07,1,0.0000297
1687,TOG,NROG,1.6568E-02,1,0.0165678
1700,TOG,ALK4,8.0265E-04,1,0.0814966
1700,TOG,ALK5,5.4246E-03,1,0.6727135
1700,TOG,ALK1,1.3267E-04,1,0.0180859
1700,TOG,ALK3,1.3275E-05,1,0.0017287
1700,TOG,OXYL,2.8743E-05,1,0.0030515
1700,TOG,MXYL,9.6849E-05,1,0.0102820
1700,TOG,PXYL,3.1298E-05,1,0.0033227
1700,TOG,ARO1,9.7733E-05,1,0.0169066
1700,TOG,TOLU,4.0996E-04,1,0.0377730
1700,TOG,ACET,5.4157E-04,1,0.0314540
1700,TOG,ETOH,4.6501E-04,1,0.0214220
1700,TOG,B124,1.0570E-04,1,0.0127040
1700,TOG,PRD2,8.7884E-05,1,0.0099971
1700,TOG,ARO2,4.7587E-04,1,0.0618604
1700,TOG,MEOH,1.0437E-04,1,0.0033443
1700,TOG,OLE2,1.5240E-05,1,0.0018051
1700,TOG,MEK,1.2535E-06,1,0.0000904
1700,TOG,OLE1,3.1748E-05,1,0.0044715
1700,TOG,PACD,8.9991E-06,1,0.0013151
1700,TOG,APIN,8.4468E-06,1,0.0011507
1700,TOG,TERP,7.2401E-06,1,0.0009864
1700,TOG,CRES,2.0246E-06,1,0.0003041
1700,TOG,MVK,4.6894E-07,1,0.0000658
1700,TOG,NROG,3.6637E-03,1,0.0036637
1701,TOG,ALK2,3.0987E-03,1,0.1366400
1701,TOG,ALK3,2.2415E-03,1,0.1409707
1701,TOG,ALK4,6.0583E-03,1,0.5707393
1701,TOG,ALK5,6.5445E-04,1,0.0794835
1701,TOG,ALK1,3.0667E-04,1,0.0378158
1701,TOG,TOLU,4.8167E-05,1,0.0044380
1701,TOG,ACET,6.4077E-05,1,0.0037215
1701,TOG,ETOH,5.5014E-05,1,0.0025344
1701,TOG,B124,1.2376E-05,1,0.0014875
1701,TOG,MXYL,1.1281E-05,1,0.0011977
1701,TOG,PRD2,9.2377E-06,1,0.0010503
1701,TOG,ARO2,5.4421E-05,1,0.0070528
1701,TOG,ARO1,1.0067E-05,1,0.0014646
1701,TOG,MEOH,1.2348E-05,1,0.0003957
1701,TOG,PXYL,3.5255E-06,1,0.0003743
1701,TOG,OXYL,3.2233E-06,1,0.0003422
1701,TOG,OLE2,2.4376E-06,1,0.0001904
1701,TOG,MEK,1.4831E-07,1,0.0000107
1701,TOG,PRPE,2.9634E-05,1,0.0012470
1701,TOG,OLE1,1.7317E-06,1,0.0002330
1701,TOG,PACD,4.5424E-07,1,0.0000664
1701,TOG,APIN,4.2636E-07,1,0.0000581
1701,TOG,TERP,3.6545E-07,1,0.0000498
1701,TOG,CRES,1.0219E-07,1,0.0000154
1701,TOG,MVK,2.3671E-08,1,0.0000033
1701,TOG,NROG,8.4152E-03,1,0.0084152
1702,TOG,ALK4,6.2839E-04,1,0.0653191
1702,TOG,ALK5,5.3260E-03,1,0.6667314
1702,TOG,ACET,5.7630E-04,1,0.0334710
1702,TOG,ALK1,7.0905E-05,1,0.0049321
1702,TOG,ALK3,1.7438E-04,1,0.0228999
1702,TOG,OXYL,3.4744E-05,1,0.0036886
1702,TOG,MXYL,9.6623E-05,1,0.0102580
1702,TOG,PXYL,3.7064E-05,1,0.0039349
1702,TOG,ARO1,9.3546E-05,1,0.0147572
1702,TOG,ALK2,6.9523E-04,1,0.0306570
1702,TOG,TOLU,3.6986E-04,1,0.0340780
1702,TOG,ETOH,4.2246E-04,1,0.0194620
1702,TOG,B124,9.5646E-05,1,0.0114958
1702,TOG,PRD2,7.6434E-05,1,0.0086932
1702,TOG,ARO2,4.2680E-04,1,0.0554186
1702,TOG,MEOH,9.4822E-05,1,0.0030383
1702,TOG,OLE2,1.1154E-05,1,0.0013162
1702,TOG,MEK,1.1388E-06,1,0.0000821
1702,TOG,OLE1,2.2514E-05,1,0.0031710
1702,TOG,PACD,6.3818E-06,1,0.0009326
1702,TOG,APIN,5.9902E-06,1,0.0008161
1702,TOG,TERP,5.1344E-06,1,0.0006995
1702,TOG,CRES,1.4357E-06,1,0.0002157
1702,TOG,MVK,3.3256E-07,1,0.0000466
1702,TOG,NROG,3.8819E-03,1,0.0038819
1703,TOG,ALK2,1.0734E-03,1,0.0473330
1703,TOG,ALK3,4.4043E-04,1,0.0262569
1703,TOG,ALK4,7.9838E-04,1,0.0760976
1703,TOG,MEOH,2.1064E-04,1,0.0067494
1703,TOG,MEK,1.6526E-05,1,0.0011916
1703,TOG,ALK1,1.5743E-04,1,0.0116451
1703,TOG,OXYL,2.2854E-05,1,0.0024263
1703,TOG,MXYL,7.4288E-05,1,0.0078868
1703,TOG,PXYL,2.4783E-05,1,0.0026311
1703,TOG,ARO1,7.3276E-05,1,0.0122320
1703,TOG,TOLU,3.3316E-04,1,0.0306970
1703,TOG,TERP,1.1063E-03,1,0.1507198
1703,TOG,ALK5,4.0664E-03,1,0.5027751
1703,TOG,ACET,4.0898E-04,1,0.0237530
1703,TOG,ETOH,3.5115E-04,1,0.0161770
1703,TOG,B124,7.9655E-05,1,0.0095739
1703,TOG,PRD2,6.4892E-05,1,0.0073810
1703,TOG,ARO2,3.5697E-04,1,0.0463764
1703,TOG,OLE2,1.0344E-05,1,0.0012231
1703,TOG,OLE1,2.1236E-05,1,0.0029910
1703,TOG,PACD,6.0196E-06,1,0.0008797
1703,TOG,APIN,5.6502E-06,1,0.0007697
1703,TOG,CRES,1.3543E-06,1,0.0002034
1703,TOG,MVK,3.1368E-07,1,0.0000440
1703,TOG,NROG,1.1985E-02,1,0.0119848
1710,TOG,ALK2,4.9966E-03,1,0.2203300
1710,TOG,ALK3,1.6932E-03,1,0.0984852
1710,TOG,ETOH,8.7972E-04,1,0.0405270
1710,TOG,ALK4,8.5989E-05,1,0.0086420
1710,TOG,ACET,6.9347E-03,1,0.4027600
1710,TOG,ALK5,3.9442E-04,1,0.0531544
1710,TOG,TOLU,1.1684E-05,1,0.0010765
1710,TOG,B124,5.7326E-06,1,0.0006890
1710,TOG,MXYL,2.7366E-06,1,0.0002905
1710,TOG,PRD2,2.6534E-05,1,0.0030287
1710,TOG,ARO2,5.2590E-05,1,0.0072837
1710,TOG,ARO1,3.0047E-05,1,0.0111773
1710,TOG,MEOH,2.9953E-06,1,0.0000960
1710,TOG,PXYL,8.5517E-07,1,0.0000908
1710,TOG,OXYL,7.8187E-07,1,0.0000830
1710,TOG,OLE2,2.1150E-05,1,0.0024308
1710,TOG,MEK,3.5975E-08,1,0.0000026
1710,TOG,ALK1,2.0425E-05,1,0.0006142
1710,TOG,PRPE,3.3472E-05,1,0.0014085
1710,TOG,OLE1,4.5634E-05,1,0.0064148
1710,TOG,PACD,1.2894E-05,1,0.0018843
1710,TOG,APIN,1.2102E-05,1,0.0016488
1710,TOG,TERP,1.0374E-05,1,0.0014132
1710,TOG,CRES,2.9008E-06,1,0.0004357
1710,TOG,MVK,6.7190E-07,1,0.0000942
1710,TOG,NROG,1.3594E-01,1,0.1359415
1711,TOG,ALK2,5.6781E-03,1,0.2503800
1711,TOG,ALK3,1.2081E-02,1,0.7021948
1711,TOG,ALK4,4.6225E-05,1,0.0041224
1711,TOG,RCHO,1.6546E-05,1,0.0016565
1711,TOG,ALK1,3.0632E-05,1,0.0009211
1711,TOG,PRPE,5.0197E-05,1,0.0021123
1711,TOG,OLE1,2.3337E-05,1,0.0032684
1711,TOG,OLE2,1.2460E-05,1,0.0013302
1711,TOG,ARO1,1.4151E-05,1,0.0055476
1711,TOG,ALK5,1.2490E-04,1,0.0177087
1711,TOG,PRD2,1.2453E-05,1,0.0014220
1711,TOG,PACD,6.5531E-06,1,0.0009577
1711,TOG,APIN,6.1509E-06,1,0.0008380
1711,TOG,TERP,5.2722E-06,1,0.0007183
1711,TOG,ARO2,2.0192E-05,1,0.0028568
1711,TOG,CRES,1.4743E-06,1,0.0002215
1711,TOG,B124,1.3998E-06,1,0.0001682
1711,TOG,MVK,3.4148E-07,1,0.0000479
1711,TOG,NROG,3.5200E-03,1,0.0035200
1712,TOG,ALK2,4.7551E-03,1,0.2096800
1712,TOG,ALK3,9.8947E-03,1,0.5751147
1712,TOG,ETOH,7.6322E-04,1,0.0351600
1712,TOG,ALK4,2.7833E-03,1,0.1677057
1712,TOG,ARO1,4.6782E-06,1,0.0018340
1712,TOG,ALK5,4.1291E-05,1,0.0058543
1712,TOG,PRD2,4.1170E-06,1,0.0004701
1712,TOG,OLE1,7.6428E-06,1,0.0010764
1712,TOG,PACD,2.1664E-06,1,0.0003166
1712,TOG,APIN,2.0334E-06,1,0.0002770
1712,TOG,TERP,1.7429E-06,1,0.0002374
1712,TOG,OLE2,3.2510E-06,1,0.0003910
1712,TOG,ARO2,6.6752E-06,1,0.0009444
1712,TOG,CRES,4.8738E-07,1,0.0000732
1712,TOG,B124,4.6276E-07,1,0.0000556
1712,TOG,MVK,1.1289E-07,1,0.0000158
1712,TOG,NROG,7.9150E-04,1,0.0007915
1713,TOG,ETOH,4.3792E-03,1,0.2017400
1713,TOG,ALK4,3.1385E-03,1,0.2025971
1713,TOG,ALK5,1.3435E-03,1,0.1904314
1713,TOG,ARO1,1.5049E-04,1,0.0609223
1713,TOG,TERP,1.1693E-03,1,0.1593045
1713,TOG,APIN,3.9434E-04,1,0.0537231
1713,TOG,PRD2,1.2955E-04,1,0.0147925
1713,TOG,OLE1,2.4049E-04,1,0.0338721
1713,TOG,PACD,6.8170E-05,1,0.0099624
1713,TOG,OLE2,1.0230E-04,1,0.0123047
1713,TOG,ARO2,2.1005E-04,1,0.0297182
1713,TOG,CRES,1.5336E-05,1,0.0023038
1713,TOG,B124,1.4562E-05,1,0.0017502
1713,TOG,ALK3,6.8136E-06,1,0.0007783
1713,TOG,MVK,3.5523E-06,1,0.0004981
1713,TOG,NROG,2.5291E-02,1,0.0252905
1714,TOG,ARO1,7.8555E-04,1,0.7133269
1714,TOG,TERP,4.2298E-04,1,0.0576244
1714,TOG,ALK5,8.4850E-04,1,0.1203021
1714,TOG,ALK4,1.4063E-04,1,0.0175846
1714,TOG,PRD2,8.4600E-05,1,0.0096601
1714,TOG,OLE1,1.5705E-04,1,0.0221199
1714,TOG,PACD,4.4518E-05,1,0.0065059
1714,TOG,APIN,4.1786E-05,1,0.0056926
1714,TOG,OLE2,6.6805E-05,1,0.0080355
1714,TOG,ARO2,1.3717E-04,1,0.0194073
1714,TOG,CRES,1.0015E-05,1,0.0015045
1714,TOG,B124,9.5095E-06,1,0.0011430
1714,TOG,ALK3,4.4496E-06,1,0.0005083
1714,TOG,MVK,2.3198E-06,1,0.0003253
1714,TOG,NROG,1.6265E-02,1,0.0162647
1720,TOG,ALK5,5.7302E-03,1,0.7057577
1720,TOG,ALK4,7.2433E-04,1,0.0754855
1720,TOG,TOLU,4.5032E-04,1,0.0414920
1720,TOG,ACET,5.9906E-04,1,0.0347930
1720,TOG,ETOH,5.1435E-04,1,0.0236950
1720,TOG,B124,1.1479E-04,1,0.0137970
1720,TOG,MXYL,1.0548E-04,1,0.0111980
1720,TOG,PRD2,7.8296E-05,1,0.0088982
1720,TOG,ARO2,4.9571E-04,1,0.0640873
1720,TOG,ARO1,8.4951E-05,1,0.0100979
1720,TOG,MEOH,1.1545E-04,1,0.0036993
1720,TOG,PXYL,3.2961E-05,1,0.0034993
1720,TOG,OXYL,3.0136E-05,1,0.0031994
1720,TOG,OLE2,1.9199E-06,1,0.0002000
1720,TOG,MEK,1.3866E-06,1,0.0001000
1721,TOG,ALK2,7.8134E-03,1,0.3445400
1721,TOG,ALK3,1.1268E-02,1,0.6549110
1721,TOG,ARO1,1.9442E-07,1,0.0000762
1721,TOG,ALK5,1.7160E-06,1,0.0002433
1721,TOG,ALK4,2.8440E-07,1,0.0000356
1721,TOG,PRD2,1.7109E-07,1,0.0000195
1721,TOG,OLE1,3.1762E-07,1,0.0000447
1721,TOG,PACD,9.0032E-08,1,0.0000132
1721,TOG,APIN,8.4507E-08,1,0.0000115
1721,TOG,TERP,7.2434E-08,1,0.0000099
1721,TOG,OLE2,1.3510E-07,1,0.0000163
1721,TOG,ARO2,2.7741E-07,1,0.0000392
1721,TOG,CRES,2.0255E-08,1,0.0000030
1721,TOG,B124,1.9232E-08,1,0.0000023
1721,TOG,MVK,4.6916E-09,1,0.0000007
1721,TOG,NROG,3.2900E-05,1,0.0000329
1730,TOG,ALK2,5.4708E-03,1,0.2412400
1730,TOG,ALK3,5.2399E-03,1,0.3045596
1730,TOG,ARO1,2.7664E-06,1,0.0010845
1730,TOG,ALK5,2.4417E-05,1,0.0034619
1730,TOG,ALK4,4.0468E-06,1,0.0005060
1730,TOG,PRD2,2.4345E-06,1,0.0002780
1730,TOG,OLE1,4.5195E-06,1,0.0006365
1730,TOG,PACD,1.2811E-06,1,0.0001872
1730,TOG,APIN,1.2025E-06,1,0.0001638
1730,TOG,TERP,1.0307E-06,1,0.0001404
1730,TOG,OLE2,1.9224E-06,1,0.0002312
1730,TOG,ARO2,3.9473E-06,1,0.0005585
1730,TOG,CRES,2.8821E-07,1,0.0000433
1730,TOG,B124,2.7365E-07,1,0.0000329
1730,TOG,MVK,6.6758E-08,1,0.0000094
1730,TOG,NROG,4.4686E-01,1,0.4468580
1731,TOG,ETOH,8.0047E-04,1,0.0368760
1731,TOG,ACET,1.5653E-05,1,0.0009091
1731,TOG,ARO1,7.6200E-06,1,0.0029873
1731,TOG,ALK5,6.7256E-05,1,0.0095358
1731,TOG,ALK4,1.1147E-05,1,0.0013938
1731,TOG,PRD2,6.7059E-06,1,0.0007657
1731,TOG,OLE1,1.2449E-05,1,0.0017533
1731,TOG,PACD,3.5287E-06,1,0.0005157
1731,TOG,APIN,3.3121E-06,1,0.0004512
1731,TOG,TERP,2.8390E-06,1,0.0003868
1731,TOG,OLE2,5.2953E-06,1,0.0006369
1731,TOG,ARO2,1.0873E-05,1,0.0015383
1731,TOG,CRES,7.9387E-07,1,0.0001193
1731,TOG,B124,7.5377E-07,1,0.0000906
1731,TOG,ALK3,3.5270E-07,1,0.0000403
1731,TOG,MVK,1.8388E-07,1,0.0000258
1731,TOG,NROG,9.4197E-01,1,0.9419733
