0,CO,CO
0,NH3,NH3
43099570660000,1411,TOG
43099570670000,900,PM
43099570670000,600,TOG
43099570680000,371,PM
43099570680000,600,TOG
43099570700000,371,PM
43099570700000,1411,TOG
43099570720000,373,PM
43099570720000,1411,TOG
43099570750000,343,PM
43099570750000,1411,TOG
43099570760000,371,PM
43099570760000,1411,TOG
43099570780000,3431,PM
43099570780000,1411,TOG
43099570920000,373,PM
43099570920000,1411,TOG
43099570940000,90016,PM
43099570940000,1409,TOG
43099580000000,2204,PM
43099580000000,1447,TOG
43099590020000,2204,PM
43099590020000,1447,TOG
44032230000000,2204,PM
44032230000000,691,TOG
44032612000000,2204,PM
44032612000000,760,TOG
44032620260000,311,PM
44032620260000,600,TOG
44032630000000,2204,PM
44032630000000,1447,TOG
44032630260000,311,PM
44032630260000,600,TOG
44032630330000,2204,PM
44032630330000,223,TOG
44032633220000,2204,PM
44032633220000,600,TOG
44032633300000,2204,PM
44032633300000,753,TOG
44032812000000,2204,PM
44032812000000,760,TOG
44032820020000,311,PM
44032820020000,1404,TOG
44032820260000,90007,PM
44032820260000,600,TOG
44032830000000,2204,PM
44032830000000,600,TOG
44032830330000,2204,PM
44032830330000,600,TOG
44032833220000,2204,PM
44032833220000,752,TOG
44032833300000,2204,PM
44032833300000,753,TOG
44033800100000,900,PM
44033800100000,1430,TOG
44034000100000,2204,PM
44034000100000,600,TOG
44044070000000,900,PM
44044070000000,600,TOG
44044070020000,358,PM
44044070020000,600,TOG
44044070240000,900,PM
44044070240000,1410,TOG
44044070440000,90007,PM
44044070440000,600,TOG
44044070460000,90008,PM
44044070460000,1410,TOG
44044070620000,90008,PM
44044070620000,1410,TOG
44044070780000,90011,PM
44044070780000,1410,TOG
44044070860000,90007,PM
44044070860000,600,TOG
44044071000000,900,PM
44044071000000,1410,TOG
44044404000000,900,PM
44044404000000,715,TOG
44044420230000,402,PM
44044420230000,1449,TOG
44044420250000,402,PM
44044420250000,1449,TOG
44044420580000,311,PM
44044420580000,1404,TOG
44044470000000,90008,PM
44044470000000,1449,TOG
44044470020000,358,PM
44044470020000,600,TOG
44044470240000,90007,PM
44044470240000,1409,TOG
44044470460000,900,PM
44044470460000,600,TOG
44044470620000,90007,PM
44044470620000,1409,TOG
44044470730000,90016,PM
44044470730000,1403,TOG
44044470780000,90010,PM
44044470780000,600,TOG
44044470860000,90011,PM
44044470860000,1449,TOG
44044471000000,2204,PM
44044471000000,1449,TOG
44044490020000,90016,PM
44044490020000,1403,TOG
44044490040000,90016,PM
44044490040000,1403,TOG
44099500100000,900,PM
44099500100000,600,TOG
44099501300000,162,PM
44099501300000,51,TOG
44099501310000,2204,PM
44099501310000,531,TOG
44099549990000,900,PM
44099549990000,600,TOG
44099570000000,900,PM
44099570000000,1449,TOG
44099570020000,358,PM
44099570020000,600,TOG
44099570240000,90007,PM
44099570240000,600,TOG
44099570440000,900,PM
44099570440000,11,TOG
44099570460000,900,PM
44099570460000,600,TOG
44099570520000,90008,PM
44099570520000,600,TOG
44099570780000,90010,PM
44099570780000,600,TOG
44099570860000,356,PM
44099570860000,1410,TOG
44099570940000,90016,PM
44099570940000,1409,TOG
44099571000000,900,PM
44099571000000,1410,TOG
44099580000000,900,PM
44099580000000,1411,TOG
45033220020000,90002,PM
45033220020000,600,TOG
45033800100000,900,PM
45033800100000,600,TOG
45045002300000,362,PM
45045002300000,1413,TOG
45045056100000,90015,PM
45045056100000,1413,TOG
45045060720000,90003,PM
45045060720000,600,TOG
45045080000000,2204,PM
45045080000000,1447,TOG
45045256100000,371,PM
45045256100000,1411,TOG
45045260720000,90003,PM
45045260720000,600,TOG
45045270000000,371,PM
45045270000000,1411,TOG
45045280000000,2204,PM
45045280000000,1447,TOG
45045456200000,90015,PM
45045456200000,1413,TOG
45045602300000,90015,PM
45045602300000,1413,TOG
45045656100000,90016,PM
45045656100000,1403,TOG
45045656200000,900,PM
45045656200000,1413,TOG
45045656300000,90016,PM
45045656300000,600,TOG
45099502300000,900,PM
45099502300000,600,TOG
45099520020000,2204,PM
45099520020000,1404,TOG
45099530920000,90015,PM
45099530920000,1413,TOG
45099549990000,311,PM
45099549990000,1404,TOG
45099556100000,900,PM
45099556100000,1413,TOG
45099560720000,90003,PM
45099560720000,600,TOG
45099580000000,2204,PM
45099580000000,1447,TOG
46033220020000,90002,PM
46033220020000,600,TOG
46033800100000,900,PM
46033800100000,600,TOG
46046000100000,90016,PM
46046000100000,1403,TOG
46046070250000,371,PM
46046070250000,1411,TOG
46046070370000,348,PM
46046070370000,1403,TOG
46046070380000,311,PM
46046070380000,1404,TOG
46046070390000,348,PM
46046070390000,600,TOG
46046070580000,371,PM
46046070580000,1411,TOG
46046070780000,371,PM
46046070780000,1411,TOG
46099501310000,2204,PM
46099501310000,531,TOG
46099570000000,371,PM
46099570000000,1411,TOG
46099570250000,371,PM
46099570250000,1411,TOG
46099570340000,371,PM
46099570340000,1411,TOG
46099570380000,311,PM
46099570380000,1404,TOG
46099570780000,371,PM
46099570780000,1411,TOG
47032230000000,2204,PM
47032230000000,691,TOG
47032620000000,2204,PM
47032620000000,600,TOG
47032620260000,311,PM
47032620260000,600,TOG
47032630000000,2204,PM
47032630000000,1447,TOG
47032630600000,2204,PM
47032630600000,774,TOG
47032632020000,2204,PM
47032632020000,227,TOG
47032820000000,90002,PM
47032820000000,600,TOG
47032830000000,2204,PM
47032830000000,1447,TOG
47032832020000,2204,PM
47032832020000,227,TOG
47032833720000,2204,PM
47032833720000,223,TOG
47033220020000,90002,PM
47033220020000,600,TOG
47033800100000,900,PM
47033800100000,600,TOG
47034000100000,2204,PM
47034000100000,600,TOG
47044420580000,311,PM
47044420580000,1404,TOG
47047000100000,90016,PM
47047000100000,600,TOG
47047049990000,356,PM
47047049990000,1403,TOG
47047059000000,371,PM
47047059000000,1411,TOG
47047070000000,90016,PM
47047070000000,1403,TOG
47047070730000,90016,PM
47047070730000,1403,TOG
47047080000000,2204,PM
47047080000000,600,TOG
47099500100000,2204,PM
47099500100000,297,TOG
47099520230000,402,PM
47099520230000,1449,TOG
47099520260000,311,PM
47099520260000,1404,TOG
47099520280000,311,PM
47099520280000,1404,TOG
47099549990000,311,PM
47099549990000,1404,TOG
47099550160000,311,PM
47099550160000,1405,TOG
47099550440000,311,PM
47099550440000,511,TOG
47099570000000,90016,PM
47099570000000,1403,TOG
47099570200000,371,PM
47099570200000,1411,TOG
47099570730000,90016,PM
47099570730000,1403,TOG
47099580000000,90016,PM
47099580000000,1403,TOG
49932149990000,2204,PM
49932149990000,1428,TOG
49932230000000,2204,PM
49932230000000,691,TOG
49932231280000,2204,PM
49932231280000,226,TOG
49932232320000,2204,PM
49932232320000,600,TOG
49932249990000,311,PM
49932249990000,1404,TOG
49932400100000,2204,PM
49932400100000,1403,TOG
49932410000000,2204,PM
49932410000000,297,TOG
49932411000000,2204,PM
49932411000000,691,TOG
49932411400000,2204,PM
49932411400000,691,TOG
49932420000000,2204,PM
49932420000000,600,TOG
49932431280000,2204,PM
49932431280000,226,TOG
49932432320000,2204,PM
49932432320000,600,TOG
49932449990000,2204,PM
49932449990000,1403,TOG
49932612000000,2204,PM
49932612000000,760,TOG
49932620000000,2204,PM
49932620000000,600,TOG
49932620020000,2204,PM
49932620020000,600,TOG
49932620260000,311,PM
49932620260000,600,TOG
49932620280000,2204,PM
49932620280000,600,TOG
49932620580000,2204,PM
49932620580000,600,TOG
49932630000000,2204,PM
49932630000000,1447,TOG
49932630040000,2204,PM
49932630040000,943,TOG
49932630080000,2204,PM
49932630080000,221,TOG
49932630440000,2204,PM
49932630440000,298,TOG
49932630600000,2204,PM
49932630600000,774,TOG
49932631340000,2204,PM
49932631340000,220,TOG
49932631560000,2204,PM
49932631560000,946,TOG
49932632020000,2204,PM
49932632020000,227,TOG
49932632200000,2204,PM
49932632200000,786,TOG
49932632400000,2204,PM
49932632400000,555,TOG
49932632460000,2204,PM
49932632460000,524,TOG
49932632620000,2204,PM
49932632620000,301,TOG
49932633000000,2204,PM
49932633000000,85,TOG
49932633220000,2204,PM
49932633220000,600,TOG
49932633300000,2204,PM
49932633300000,753,TOG
49932633380000,2204,PM
49932633380000,90,TOG
49932812000000,2204,PM
49932812000000,760,TOG
49932820000000,900,PM
49932820000000,600,TOG
49932820020000,311,PM
49932820020000,1404,TOG
49932820260000,2204,PM
49932820260000,600,TOG
49932820280000,2204,PM
49932820280000,600,TOG
49932830000000,2204,PM
49932830000000,1447,TOG
49932830040000,2204,PM
49932830040000,943,TOG
49932831340000,2204,PM
49932831340000,220,TOG
49932831560000,2204,PM
49932831560000,946,TOG
49932832020000,2204,PM
49932832020000,227,TOG
49932832200000,2204,PM
49932832200000,786,TOG
49932832620000,2204,PM
49932832620000,301,TOG
49932833000000,2204,PM
49932833000000,1447,TOG
49932833220000,2204,PM
49932833220000,752,TOG
49932833300000,2204,PM
49932833300000,753,TOG
49932833380000,2204,PM
49932833380000,90,TOG
49932849980000,2204,PM
49932849980000,600,TOG
49933201240000,2204,PM
49933201240000,547,TOG
49933220000000,90002,PM
49933220000000,600,TOG
49933220020000,2204,PM
49933220020000,1404,TOG
49933255100000,90002,PM
49933255100000,600,TOG
49933800100000,90016,PM
49933800100000,1416,TOG
49934000100000,900,PM
49934000100000,600,TOG
49934003000000,900,PM
49934003000000,600,TOG
49934030000000,311,PM
49934030000000,1402,TOG
49939049990000,2204,PM
49939049990000,1428,TOG
49943602200000,371,PM
49943602200000,1411,TOG
49944420580000,311,PM
49944420580000,1404,TOG
49949031060000,2204,PM
49949031060000,1447,TOG
49949070000000,90016,PM
49949070000000,122,TOG
49949070380000,371,PM
49949070380000,1411,TOG
49949200120000,90016,PM
49949200120000,1403,TOG
49990767000000,2204,PM
49990767000000,1700,TOG
49999500000000,900,PM
49999500000000,1403,TOG
49999500100000,2204,PM
49999500100000,1403,TOG
49999502200000,371,PM
49999502200000,1411,TOG
49999502300000,90016,PM
49999502300000,1403,TOG
49999520000000,311,PM
49999520000000,1404,TOG
49999520020000,311,PM
49999520020000,1404,TOG
49999520080000,312,PM
49999520080000,600,TOG
49999530840000,2204,PM
49999530840000,600,TOG
49999531620000,2204,PM
49999531620000,768,TOG
49999549990000,311,PM
49999549990000,1404,TOG
49999554000000,90016,PM
49999554000000,600,TOG
49999556100000,311,PM
49999556100000,1404,TOG
49999556300000,311,PM
49999556300000,1404,TOG
49999556320000,90016,PM
49999556320000,1416,TOG
49999560000000,900,PM
49999560000000,600,TOG
49999560400000,90003,PM
49999560400000,600,TOG
49999560420000,90016,PM
49999560420000,1403,TOG
49999560600000,324,PM
49999560600000,600,TOG
49999560720000,90003,PM
49999560720000,600,TOG
49999570000000,371,PM
49999570000000,1411,TOG
49999570040000,371,PM
49999570040000,1411,TOG
49999570160000,343,PM
49999570160000,1411,TOG
49999570180000,90016,PM
49999570180000,1403,TOG
49999570660000,371,PM
49999570660000,1411,TOG
49999570860000,90016,PM
49999570860000,1403,TOG
49999580000000,90016,PM
49999580000000,1403,TOG
49999582000000,90016,PM
49999582000000,1403,TOG
49999584000000,90016,PM
49999584000000,1403,TOG
51050090000000,2204,PM
51050090000000,1834,TOG
51050090200000,2204,PM
51050090200000,1825,TOG
51050090210000,2204,PM
51050090210000,1827,TOG
51050090510000,2204,PM
51050090510000,1820,TOG
51050090590000,2204,PM
51050090590000,1821,TOG
51050090600000,2204,PM
51050090600000,1824,TOG
51050090710000,2204,PM
51050090710000,1832,TOG
51050090730000,2204,PM
51050090730000,1823,TOG
51050090770000,2204,PM
51050090770000,1831,TOG
51050090800000,2204,PM
51050090800000,1822,TOG
51050090810000,2204,PM
51050090810000,1826,TOG
51050090820000,2204,PM
51050090820000,1828,TOG
51050090830000,2204,PM
51050090830000,1829,TOG
51050090840000,2204,PM
51050090840000,1830,TOG
51050090850000,2204,PM
51050090850000,1833,TOG
51050290000000,2204,PM
51050290000000,814,TOG
51050490000000,2204,PM
51050490000000,814,TOG
51050665050000,2204,PM
51050665050000,3201,TOG
51050665070000,2204,PM
51050665070000,3202,TOG
51050665080000,2204,PM
51050665080000,3203,TOG
51050665090000,2204,PM
51050665090000,3204,TOG
51050665120000,2204,PM
51050665120000,3205,TOG
51050665130000,2204,PM
51050665130000,3206,TOG
51050665140000,2204,PM
51050665140000,3207,TOG
51050665150000,2204,PM
51050665150000,3208,TOG
51050665160000,2204,PM
51050665160000,3209,TOG
51050665170000,2204,PM
51050665170000,3210,TOG
51050665180000,2204,PM
51050665180000,3211,TOG
51050665190000,2204,PM
51050665190000,3212,TOG
51050665200000,2204,PM
51050665200000,3213,TOG
51050665220000,2204,PM
51050665220000,3214,TOG
51050665230000,2204,PM
51050665230000,3351,TOG
51050665300000,2204,PM
51050665300000,3215,TOG
51050665330000,2204,PM
51050665330000,3216,TOG
51050665340000,2204,PM
51050665340000,3217,TOG
51050665350000,2204,PM
51050665350000,3218,TOG
51050665360000,2204,PM
51050665360000,3219,TOG
51050665370000,2204,PM
51050665370000,3220,TOG
51050665380000,2204,PM
51050665380000,3221,TOG
51050665390000,2204,PM
51050665390000,3222,TOG
51050665510000,2204,PM
51050665510000,3223,TOG
51050665520000,2204,PM
51050665520000,3224,TOG
51050665530000,2204,PM
51050665530000,3225,TOG
51050665540000,2204,PM
51050665540000,3226,TOG
51050665570000,2204,PM
51050665570000,3227,TOG
51050665580000,2204,PM
51050665580000,3228,TOG
51050665590000,2204,PM
51050665590000,1559,TOG
51050665600000,2204,PM
51050665600000,3229,TOG
51050665620000,2204,PM
51050665620000,3230,TOG
51050665640000,2204,PM
51050665640000,3231,TOG
51050665650000,2204,PM
51050665650000,3232,TOG
51050665710000,2204,PM
51050665710000,3233,TOG
51050665720000,2204,PM
51050665720000,3234,TOG
51050665730000,2204,PM
51050665730000,3235,TOG
51050665780000,2204,PM
51050665780000,3352,TOG
51050665800000,2204,PM
51050665800000,3236,TOG
51050665830000,2204,PM
51050665830000,3237,TOG
51050665840000,2204,PM
51050665840000,3238,TOG
51050665850000,2204,PM
51050665850000,3239,TOG
51050665880000,2204,PM
51050665880000,3240,TOG
51050665900000,2204,PM
51050665900000,3241,TOG
51050665910000,2204,PM
51050665910000,3242,TOG
51050665970000,2204,PM
51050665970000,3353,TOG
51050665990000,2204,PM
51050665990000,3354,TOG
51050666000000,2204,PM
51050666000000,3243,TOG
51050666100000,2204,PM
51050666100000,3244,TOG
51050666110000,2204,PM
51050666110000,3245,TOG
51050666120000,2204,PM
51050666120000,3246,TOG
51050666130000,2204,PM
51050666130000,3247,TOG
51050666140000,2204,PM
51050666140000,3248,TOG
51050666150000,2204,PM
51050666150000,3249,TOG
51050666160000,2204,PM
51050666160000,3250,TOG
51050666170000,2204,PM
51050666170000,3251,TOG
51050666250000,2204,PM
51050666250000,3252,TOG
51050666260000,2204,PM
51050666260000,3253,TOG
51050666280000,2204,PM
51050666280000,3254,TOG
51050666300000,2204,PM
51050666300000,3255,TOG
51050666310000,2204,PM
51050666310000,3256,TOG
51050666330000,2204,PM
51050666330000,3257,TOG
51050666340000,2204,PM
51050666340000,3258,TOG
51050666350000,2204,PM
51050666350000,3259,TOG
51050666360000,2204,PM
51050666360000,3260,TOG
51050666380000,2204,PM
51050666380000,3261,TOG
51050666390000,2204,PM
51050666390000,3262,TOG
51050666400000,2204,PM
51050666400000,3263,TOG
51050666420000,2204,PM
51050666420000,3264,TOG
51050666440000,2204,PM
51050666440000,3265,TOG
51050666450000,2204,PM
51050666450000,3266,TOG
51050666470000,2204,PM
51050666470000,3355,TOG
51050666500000,2204,PM
51050666500000,3267,TOG
51050666510000,2204,PM
51050666510000,3268,TOG
51050666520000,2204,PM
51050666520000,3269,TOG
51050666530000,2204,PM
51050666530000,3270,TOG
51050666540000,2204,PM
51050666540000,3271,TOG
51050666550000,2204,PM
51050666550000,3272,TOG
51050666560000,2204,PM
51050666560000,3273,TOG
51050666570000,2204,PM
51050666570000,3274,TOG
51050666580000,2204,PM
51050666580000,3275,TOG
51050666590000,2204,PM
51050666590000,3276,TOG
51050666610000,2204,PM
51050666610000,3277,TOG
51050666620000,2204,PM
51050666620000,3278,TOG
51050666630000,2204,PM
51050666630000,3279,TOG
51050666640000,2204,PM
51050666640000,3280,TOG
51050666680000,2204,PM
51050666680000,3281,TOG
51050666700000,2204,PM
51050666700000,3282,TOG
51050666720000,2204,PM
51050666720000,3283,TOG
51050666730000,2204,PM
51050666730000,3284,TOG
51050666740000,2204,PM
51050666740000,3285,TOG
51050666800000,2204,PM
51050666800000,3286,TOG
51050666810000,2204,PM
51050666810000,3287,TOG
51050666820000,2204,PM
51050666820000,3288,TOG
51050666840000,2204,PM
51050666840000,3289,TOG
51050666850000,2204,PM
51050666850000,3290,TOG
51050666860000,2204,PM
51050666860000,3291,TOG
51050666880000,2204,PM
51050666880000,3292,TOG
51050666890000,2204,PM
51050666890000,3293,TOG
51050666900000,2204,PM
51050666900000,3294,TOG
